,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,picture_id
0,-0.9180306704309003,-0.9206090491078874,-0.24861634377716052,-1.9135495106050224,-2.199939988666832,-0.5748766555470304,1.4382550716361928,-3.043527588249602,-0.2566437390121765,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4365
1,-0.9180306704309003,-0.9206090491078874,0.5934228459647302,-1.5131250840965127,-2.1740198217209765,0.28283213215514236,1.351217816370906,-3.198252725716381,-0.3932577807250335,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4367
2,-0.9180306704309003,-0.9206090491078874,0.3088580464172876,-1.8452297196687157,-1.8437084901987972,0.06025934383041444,1.5198994485592472,-2.4367960847606027,-1.356585059762809,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4369
3,-0.9180306704309003,-0.9206090491078874,-0.6960260613458433,-1.8331789991500727,-1.9824596490292876,-1.0430786379031043,1.2739746758347505,-2.111955504300166,-0.20104141614234558,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4370
4,-0.9180306704309003,-0.9206090491078874,1.634045859665254,-1.4401013905095357,-2.1916691572464257,1.4058922228824116,1.5149342896448408,-3.1274613270506424,-0.7064787882728982,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4371
5,-0.9180306704309003,-0.9206090491078874,-1.448361986686572,-1.3319328499121161,-1.3337532900203173,-1.7367077191540796,1.6684841744068422,-0.7705851131342248,-2.407622910801904,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4375
6,-0.9180306704309003,-0.9206090491078874,-0.47900947383937376,-1.3803577296826632,-1.5339173145589569,-0.697238874843585,1.4409266676398926,-1.181680913084492,0.33647248771089194,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4377
7,-0.9180306704309003,-0.9206090491078874,1.4532558903250103,-1.4321894579184267,-1.7422006197203233,1.2660983399922354,1.975010292610503,-1.2243563689101704,1.3867020563966035,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4380
8,-0.9180306704309003,-0.9206090491078874,0.6112529143526417,-0.9271708169512949,-0.9778098447937877,0.5707420462572005,1.4210166931043215,-0.12371390895282297,1.791374584947586,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4383
9,-0.9180306704309003,-0.9206090491078874,1.0498620361383293,-1.2325828413201037,-1.2966388554216335,0.9022328053539123,1.524017507583288,-0.8208134818177146,2.0393180957508807,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4386
10,-0.9180306704309003,-0.9206090491078874,1.04460225917684,-1.2053753913423673,-1.2696347800946275,0.8903068093746608,1.5153946700200394,-0.7672236174587859,1.981728148596021,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4389
11,-0.9180306704309003,-0.9206090491078874,0.6815129591358731,-1.006375677268776,-1.0263578976947807,0.6701412226841134,1.386124030146909,-0.29165211454227064,1.9474999487857851,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4392
12,-0.9180306704309003,-0.9206090491078874,0.6929655177368054,-1.0235661341500402,-1.0564127688447469,0.6772818990778541,1.3747125036090613,-0.3396342599028381,1.988698475489881,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4393
13,-0.9180306704309003,-0.9206090491078874,-0.3108172201298079,-1.1916711144559105,0.476154704925944,-0.39344379037077515,0.8159017618223111,2.3450280241547956,0.11766533893892463,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4396
14,-0.9180306704309003,-0.9206090491078874,0.28795636366825983,-1.110347808477868,0.08419282908545184,0.23054514992462802,1.0344372030629154,2.0880791690849274,0.26515538244477516,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4397
15,-0.1277449657106515,0.5796499158097502,0.3544314815072968,-1.0587622365108769,0.07871622439108897,0.3129752619163004,1.0661266609796063,2.109411844998669,0.32640272198684284,0.0,0.0,0.007399300189160745,1.6918927197809193,0.4861781515677237,1.6077024519139806,1.7546833249812002,0.6548235337294739,1.1496903742945206,1.3125752483033346,0.8852300926950333,0B8A4398
16,-0.34957954949177394,1.221587645990855,0.20070833496340645,-0.9093682340700996,0.23566365348025042,0.23234496624015089,1.0490230957198687,2.198032967927976,-0.33953190068571526,0.0,0.0,0.007399300189160745,1.9858019962531146,0.3634273720234807,1.445849795438518,1.9565903204447148,0.5132807538494426,0.7924401694240653,1.3082297707022954,0.8457822714706663,0B8A4399
17,-0.9180306704309003,-0.9206090491078874,-0.29591506920483773,-1.035015012385551,0.7895105260886705,-0.3323608908399491,0.958284729694872,1.6928846233978607,-0.7678690266782856,0.0,0.0,-0.7790406056302106,-0.5861488748193435,-0.9479607168732623,-0.8101284354291849,-0.9316005873973323,-0.959242106939927,-0.8329553545249627,-0.9631480200929077,-0.9737003895257507,0B8A4401
