,Unnamed: 0,ID,cluster
308,308,8B5A6548,-1
309,309,0B8A5035,0
310,310,8Y9A1854,-1
311,311,8Y9A1840,0
312,312,8B5A6414,0
313,313,8Y9A2346,0
314,314,8Y9A2434,-1
315,315,8O4A0066,53
316,316,8B5A6399,0
317,317,8Y9A1673,41
318,318,0B8A4897,-1
319,319,0B8A5551,54
320,320,0B8A5237,-1
321,321,8B5A6602,18
322,322,0B8A5545,-1
323,323,8O4A8837,0
324,324,8O4A8604,0
325,325,8Y9A2622,14
326,326,8Y9A2178,55
327,327,8Y9A2179,55
328,328,0B8A4869,-1
329,329,8B5A6824,-1
330,330,8Y9A2145,56
331,331,0B8A4855,-1
332,332,0B8A5222,57
333,333,8B5A6617,-1
334,334,8Y9A2192,2
335,335,0B8A5236,-1
336,336,1 (25),58
337,337,8Y9A2353,0
338,338,8Y9A1896,3
339,339,0B8A5008,0
340,340,8Y9A1869,0
341,341,0B8A5746,-1
342,342,8Y9A1841,59
343,343,8B5A6401,0
344,344,8Y9A2227,2
345,345,0B8A5197,4
346,346,1 (33),-1
347,347,8O4A8598,0
348,348,0B8A5168,-1
349,349,8B5A6549,60
350,350,8Y9A2582,61
351,351,0B8A5626,51
352,352,8Y9A2019,0
353,353,8B5A6978,-1
354,354,0B8A4935,2
355,355,0B8A5356,-1
356,356,8B5A6763,-1
357,357,8B5A6777,-1
358,358,8B5A6761,-1
359,359,0B8A5426,46
360,360,0B8A5368,62
361,361,8Y9A2027,0
362,362,0B8A5383,63
363,363,8Y9A2033,0
364,364,1 (13),64
365,365,0B8A4923,-1
366,366,8B5A6946,-1
367,367,0B8A5156,-1
368,368,8B5A6563,-1
369,369,0B8A5630,-1
370,370,0B8A6477,0
371,371,0B8A5195,65
372,372,1 (44),8
373,373,8Y9A2225,2
374,374,8B5A6588,39
375,375,0B8A5022,2
376,376,8Y9A2392,43
377,377,0B8A5036,-1
378,378,0B8A6517,-1
379,379,1 (52),66
380,380,8O4A0065,26
381,381,8Y9A1670,67
382,382,0B8A5546,-1
383,383,0B8A5220,57
384,384,0B8A5234,68
385,385,0B8A5552,0
386,386,0B8A5208,-1
387,387,8B5A6832,-1
388,388,8Y9A2609,24
389,389,8B5A6833,-1
390,390,8Y9A2146,0
391,391,8O4A8606,0
392,392,8Y9A2152,0
393,393,0B8A4842,-1
394,394,8B5A6628,-1
395,395,8Y9A2185,0
396,396,0B8A5547,0
397,397,0B8A4881,-1
398,398,8Y9A2378,0
399,399,8Y9A2344,56
400,400,8Y9A2350,-1
401,401,8B5A6358,0
402,402,0B8A5751,-1
403,403,8B5A6402,0
404,404,1 (29),8
405,405,8Y9A2393,24
406,406,8B5A6370,0
407,407,8Y9A2230,0
408,408,0B8A5194,65
409,409,0B8A6476,0
410,410,0B8A5625,-1
411,411,8B5A6576,69
412,412,8B5A6562,19
413,413,8Y9A1936,70
414,414,8B5A6953,26
415,415,0B8A5382,47
416,416,8Y9A2026,0
417,417,0B8A5341,4
418,418,0B8A5355,-1
419,419,8B5A6758,-1
420,420,0B8A5351,4
421,421,0B8A5437,-1
422,422,0B8A5423,46
423,423,8Y9A2022,0
424,424,0B8A6466,0
425,425,0B8A6472,0
426,426,8Y9A1932,35
427,427,0B8A5153,-1
428,428,8Y9A2591,-1
429,429,0B8A6499,-1
430,430,0B8A5190,68
431,431,0B8A5184,-1
432,432,8Y9A2234,0
433,433,8B5A6374,0
434,434,0B8A5741,0
435,435,8Y9A2397,24
436,436,1 (28),8
437,437,8B5A6360,0
438,438,8Y9A1661,0
439,439,8O4A0074,71
440,440,8O4A0060,-1
441,441,8Y9A1675,0
442,442,8Y9A2354,-1
443,443,8Y9A1885,3
444,444,8Y9A1649,-1
445,445,0B8A5225,57
446,446,0B8A4885,0
447,447,8Y9A2181,-1
448,448,0B8A5231,-1
449,449,8Y9A2618,24
450,450,8Y9A2630,72
451,451,8O4A8602,0
452,452,8Y9A2142,56
453,453,8Y9A2143,56
454,454,8O4A8603,0
455,455,8B5A6836,-1
456,456,0B8A5556,-1
457,457,8Y9A2180,0
458,458,0B8A4884,-1
459,459,0B8A5218,57
460,460,8Y9A1890,0
461,461,1 (53),8
462,462,8Y9A2433,26
463,463,8O4A0075,-1
464,464,0B8A5032,0
465,465,8Y9A1853,-1
466,466,0B8A5740,-1
467,467,8B5A6375,0
468,468,0B8A5026,-1
469,469,1 (45),8
470,470,8Y9A2235,0
471,471,8Y9A2209,0
472,472,8B5A6598,69
473,473,0B8A5146,29
474,474,8B5A6573,69
475,475,0B8A5152,-1
476,476,0B8A4927,-1
477,477,0B8A5387,73
478,478,0B8A4933,2
479,479,1 (12),-1
480,480,8B5A6956,-1
481,481,0B8A5422,46
482,482,8B5A6771,-1
483,483,0B8A5350,4
484,484,0B8A5434,-1
485,485,8B5A6767,-1
486,486,0B8A5352,4
487,487,0B8A4919,0
488,488,0B8A5385,73
489,489,8Y9A2035,2
490,490,8O4A8588,0
491,491,0B8A6471,0
492,492,8B5A6559,0
493,493,8Y9A2592,24
494,494,8Y9A2586,61
495,495,0B8A5636,-1
496,496,8Y9A2237,-1
497,497,8Y9A2223,2
498,498,1 (32),74
499,499,0B8A6511,75
500,500,8Y9A1689,0
501,501,8B5A6363,-1
502,502,0B8A6539,-1
503,503,0B8A5030,0
504,504,0B8A5024,0
505,505,8O4A0088,-1
506,506,8O4A0077,-1
507,507,1 (24),28
508,508,8Y9A2357,0
509,509,1 (1),76
510,510,0B8A5568,0
511,511,0B8A5232,68
512,512,0B8A5554,-1
513,513,0B8A4892,26
514,514,0B8A5226,39
515,515,0B8A4879,0
516,516,8Y9A2627,72
517,517,0B8A5597,77
518,518,8Y9A2155,0
519,519,8Y9A2633,78
520,520,8O4A8614,0
521,521,8B5A6809,79
522,522,0B8A4850,-1
523,523,8Y9A2140,56
524,524,8O4A8600,0
525,525,0B8A4878,0
526,526,8B5A6821,-1
527,527,0B8A5541,-1
528,528,0B8A5227,39
529,529,8B5A6606,69
530,530,8Y9A2183,-1
531,531,8Y9A2342,0
532,532,8Y9A1677,0
533,533,0B8A5025,-1
534,534,0B8A5743,0
535,535,8O4A0089,-1
536,536,8Y9A2381,-1
537,537,8Y9A1878,-1
538,538,8B5A6438,8
539,539,0B8A5192,65
540,540,8Y9A2544,-1
541,541,8Y9A2222,2
542,542,0B8A5151,0
543,543,8Y9A2593,17
544,544,1 (49),8
545,545,0B8A6302,-1
546,546,8O4A8589,0
547,547,0B8A6470,0
548,548,8Y9A2020,70
549,549,0B8A4930,0
550,550,8Y9A2008,0
551,551,0B8A5435,0
552,552,0B8A5347,4
553,553,0B8A5421,-1
554,554,0B8A5404,80
555,555,0B8A5362,81
556,556,0B8A5376,82
557,557,8Y9A2011,0
558,558,0B8A4901,-1
559,559,8B5A6794,-1
560,560,8B5A6958,-1
561,561,8B5A6970,83
562,562,0B8A5389,63
563,563,8B5A6964,-1
564,564,8Y9A2039,0
565,565,0B8A6455,38
566,566,8Y9A1929,0
567,567,8B5A6596,69
568,568,1 (31),8
569,569,8Y9A2561,-1
570,570,8B5A6582,0
571,571,0B8A5014,0
572,572,8B5A6347,0
573,573,0B8A6509,75
574,574,0B8A6521,-1
575,575,0B8A5028,0
576,576,8O4A0084,-1
577,577,8Y9A1691,0
578,578,8Y9A1849,0
579,579,8Y9A1685,0
580,580,0B8A6535,0
581,581,8Y9A2401,17
582,582,8Y9A2367,-1
583,583,1 (2),76
584,584,8B5A6384,0
585,585,8Y9A2373,0
586,586,1 (27),-1
587,587,8Y9A1652,0
588,588,0B8A5216,39
589,589,0B8A5202,12
590,590,8O4A8625,-1
591,591,8Y9A2603,84
592,592,8O4A8631,-1
593,593,8Y9A2159,0
594,594,8B5A6810,-1
595,595,8B5A6805,-1
596,596,8Y9A2170,0
597,597,0B8A4860,85
598,598,8O4A8630,-1
599,599,8Y9A2164,0
600,600,0B8A4874,0
601,601,0B8A5571,0
602,602,8B5A6622,-1
603,603,8Y9A2428,17
604,604,8Y9A1653,0
605,605,8B5A6391,0
606,606,8Y9A2414,43
607,607,8Y9A1684,0
608,608,8B5A6408,0
609,609,8Y9A1690,9
610,610,8B5A6352,-1
611,611,0B8A5015,2
612,612,0B8A6497,-1
613,613,8O4A8585,0
614,614,0B8A5161,29
615,615,8O4A8591,0
616,616,8B5A6971,-1
617,617,0B8A4914,2
618,618,8Y9A2004,0
619,619,0B8A4733,0
620,620,0B8A5439,-1
621,621,0B8A4727,3
622,622,8B5A6742,0
623,623,0B8A5377,82
624,624,0B8A5363,62
625,625,0B8A5413,48
626,626,0B8A5361,81
627,627,0B8A4719,59
628,628,0B8A5407,80
629,629,0B8A4731,3
630,630,0B8A4725,-1
631,631,8B5A6797,-1
632,632,8B5A6973,0
633,633,0B8A5605,-1
634,634,0B8A6442,12
635,635,8Y9A2589,-1
636,636,0B8A6481,0
637,637,0B8A5188,68
638,638,8Y9A1731,86
639,639,8Y9A1725,-1
640,640,0B8A6536,-1
641,641,8Y9A2416,24
642,642,8Y9A2402,24
643,643,8O4A0044,49
644,644,0B8A5567,54
645,645,8B5A6634,3
646,646,8B5A6620,0
647,647,0B8A4889,-1
648,648,8Y9A2600,17
649,649,8Y9A2628,72
650,650,8B5A6807,79
651,651,0B8A4877,0
652,652,8Y9A2173,0
653,653,0B8A4888,0
654,654,0B8A5214,39
655,655,0B8A5200,4
656,656,8Y9A1888,-1
657,657,8Y9A1644,0
658,658,8O4A0079,0
659,659,8Y9A2365,-1
660,660,1 (50),8
661,661,8Y9A2371,-1
662,662,8B5A6379,0
663,663,8O4A0086,0
664,664,8Y9A1877,-1
665,665,8B5A6423,-1
666,666,0B8A5002,0
667,667,8B5A6437,8
668,668,8B5A6351,0
669,669,8Y9A2239,-1
670,670,8O4A8579,0
671,671,8Y9A2211,2
672,672,1 (46),8
673,673,0B8A6325,-1
674,674,8O4A8592,0
675,675,8B5A6557,67
676,676,0B8A5176,-1
677,677,8B5A6796,35
678,678,0B8A4903,0
679,679,1 (11),64
680,680,8Y9A2007,44
681,681,8B5A6769,-1
682,682,0B8A5348,4
683,683,0B8A5360,81
684,684,0B8A4718,-1
685,685,8B5A6779,-1
686,686,0B8A4734,0
687,687,0B8A5358,87
688,688,0B8A5364,-1
689,689,8B5A6962,-1
690,690,8B5A6976,-1
691,691,1 (10),6
692,692,0B8A4913,2
693,693,8Y9A2003,0
694,694,8B5A6792,88
695,695,8O4A8582,0
696,696,8B5A6553,-1
697,697,0B8A6484,-1
698,698,8Y9A2201,89
699,699,1 (47),66
700,700,8B5A6369,0
701,701,0B8A6533,0
702,702,8B5A6433,23
703,703,8B5A6427,-1
704,704,8B5A6341,74
705,705,8O4A0055,26
706,706,8Y9A1640,0
707,707,8O4A0041,38
708,708,8B5A6396,0
709,709,8O4A0069,26
710,710,1 (51),8
711,711,8Y9A2407,24
712,712,8B5A6382,0
713,713,8Y9A1668,90
714,714,8B5A6625,-1
715,715,0B8A4873,0
716,716,8Y9A2605,24
717,717,8Y9A2604,84
718,718,0B8A4866,0
719,719,0B8A5577,0
720,720,0B8A5211,-1
721,721,0B8A4899,0
722,722,8O4A0068,53
723,723,8Y9A2374,-1
724,724,8Y9A1655,91
725,725,8Y9A2348,22
726,726,8Y9A1866,0
727,727,0B8A5007,0
728,728,8O4A0083,-1
729,729,8Y9A1682,-1
730,730,8Y9A2214,0
731,731,8Y9A2200,89
732,732,0B8A5198,-1
733,733,8Y9A2228,2
734,734,8B5A6552,60
735,735,8O4A8597,50
736,736,8Y9A1906,-1
737,737,0B8A5173,92
738,738,0B8A6334,0
739,739,8Y9A2016,-1
740,740,0B8A4906,2
741,741,8Y9A2002,-1
742,742,0B8A4912,0
743,743,8B5A6750,0
744,744,8B5A6744,0
745,745,0B8A5359,87
746,746,0B8A4735,0
747,747,0B8A4737,0
748,748,0B8A5429,0
749,749,8B5A6752,92
750,750,0B8A5415,-1
751,751,8B5A6975,-1
752,752,8Y9A2028,0
753,753,0B8A5159,0
754,754,0B8A6444,-1
755,755,8B5A6578,18
756,756,8O4A8595,0
757,757,8B5A6550,-1
758,758,8Y9A1723,-1
759,759,0B8A6487,-1
760,760,8Y9A2216,2
761,761,8Y9A2564,17
762,762,8Y9A2202,-1
763,763,8O4A0081,0
764,764,8Y9A1858,77
765,765,8Y9A1657,91
766,766,8Y9A2362,-1
767,767,8Y9A2404,17
768,768,0B8A5549,0
769,769,0B8A5213,39
770,770,0B8A5561,-1
771,771,8B5A6801,-1
772,772,8O4A8608,0
773,773,8B5A6815,-1
774,774,8O4A8634,69
775,775,8Y9A2175,0
776,776,8O4A8635,-1
777,777,8Y9A2613,17
778,778,8O4A8609,-1
779,779,8B5A6800,-1
780,780,0B8A5560,0
781,781,8B5A6627,-1
782,782,0B8A5548,0
783,783,8Y9A2411,24
784,784,8Y9A2377,0
785,785,1 (3),8
786,786,8Y9A2363,-1
787,787,1 (26),58
788,788,8Y9A2405,24
789,789,8Y9A1871,-1
790,790,0B8A6519,0
791,791,0B8A5010,-1
792,792,0B8A5038,0
793,793,8O4A0080,0
794,794,8B5A6419,0
795,795,8B5A6586,-1
796,796,1 (30),8
797,797,0B8A5170,0
798,798,8Y9A1911,0
799,799,8O4A8580,0
800,800,0B8A5164,29
801,801,0B8A6323,0
802,802,0B8A6451,-1
803,803,0B8A4911,2
804,804,0B8A4905,2
805,805,8B5A6960,-1
806,806,0B8A5399,48
807,807,0B8A5372,-1
808,808,0B8A5301,12
809,809,8O4A8929,-1
810,810,0B8A5315,1
811,811,8B5A6708,-1
812,812,8Y9A2072,-1
813,813,8Y9A2066,0
814,814,0B8A4786,0
815,815,8B5A6907,83
816,816,8Y9A1962,0
817,817,0B8A5103,0
818,818,8Y9A1976,85
819,819,0B8A6436,12
820,820,0B8A6387,0
821,821,8Y9A1751,0
822,822,8Y9A1989,-1
823,823,0B8A5711,93
824,824,1 (8),6
825,825,8B5A6324,0
826,826,0B8A5077,0
827,827,0B8A4369,6
828,828,8B5A6330,0
829,829,0B8A6542,0
830,830,8Y9A2462,17
831,831,8Y9A1631,90
832,832,0B8A6581,0
833,833,0B8A6595,-1
834,834,8O4A0030,94
835,835,0B8A5275,12
836,836,8B5A6654,3
837,837,0B8A5261,-1
838,838,8O4A8861,16
839,839,8B5A6683,95
840,840,0B8A4802,35
841,841,8Y9A2113,-1
842,842,8B5A6696,32
843,843,8Y9A2675,24
844,844,8Y9A2107,-1
845,845,0B8A4817,3
846,846,8O4A8647,3
847,847,8O4A8874,16
848,848,0B8A5248,4
849,849,0B8A5506,-1
850,850,8O4A8848,-1
851,851,8Y9A1624,-1
852,852,8Y9A2339,-1
853,853,8B5A6480,96
854,854,1 (56),-1
855,855,8Y9A2488,-1
856,856,0B8A5062,0
857,857,8B5A6331,-1
858,858,0B8A5710,93
859,859,0B8A5076,0
860,860,8Y9A1744,-1
861,861,0B8A6392,20
862,862,1 (40),-1
863,863,8Y9A2271,0
864,864,0B8A5116,34
865,865,0B8A4977,0
866,866,1 (17),-1
867,867,8Y9A2073,0
868,868,0B8A4988,-1
869,869,8Y9A2098,-1
870,870,0B8A4750,-1
871,871,0B8A4744,97
872,872,8B5A6721,98
873,873,8B5A6735,69
874,874,0B8A5466,0
875,875,0B8A4778,3
876,876,8B5A6723,98
877,877,8O4A8916,5
878,878,0B8A5458,45
879,879,1 (60),8
880,880,0B8A4961,2
881,881,8Y9A2059,95
882,882,0B8A4785,0
883,883,0B8A5672,-1
884,884,0B8A5100,0
885,885,8B5A6253,-1
886,886,8Y9A2267,0
887,887,1 (37),8
888,888,8Y9A2273,0
889,889,8Y9A1752,-1
890,890,8B5A6333,0
891,891,0B8A5712,93
892,892,8Y9A1815,-1
893,893,8Y9A1829,0
894,894,1 (21),58
895,895,8B5A6496,-1
896,896,8Y9A2475,17
897,897,8B5A6482,96
898,898,1 (4),76
899,899,8O4A0033,-1
900,900,8Y9A1632,-1
901,901,0B8A5262,4
902,902,8O4A8876,-1
903,903,0B8A5538,54
904,904,8O4A8862,-1
905,905,8O4A8889,-1
906,906,8O4A8645,3
907,907,0B8A4815,3
908,908,8Y9A2105,0
909,909,0B8A4829,-1
910,910,8Y9A2139,56
911,911,0B8A5289,12
912,912,0B8A4828,-1
913,913,8O4A8678,3
914,914,8Y9A2662,-1
915,915,8O4A8888,16
916,916,0B8A4800,35
917,917,8O4A8863,-1
918,918,8Y9A2689,-1
919,919,8B5A6656,3
920,920,8O4A0026,-1
921,921,8Y9A2460,71
922,922,8Y9A2312,-1
923,923,0B8A5049,-1
924,924,8Y9A1828,-1
925,925,0B8A5713,-1
926,926,8B5A6454,8
927,927,8Y9A2266,0
928,928,8Y9A1948,0
929,929,8Y9A2299,-1
930,930,8Y9A1974,99
931,931,0B8A5115,-1
932,932,0B8A4790,-1
933,933,0B8A4948,0
934,934,0B8A4960,-1
935,935,0B8A4974,0
936,936,8Y9A2064,0
937,937,8O4A8917,5
938,938,8O4A8903,65
939,939,0B8A5465,0
940,940,0B8A5317,-1
941,941,8B5A6722,98
942,942,0B8A4757,-1
943,943,8B5A6732,0
944,944,0B8A4958,-1
945,945,8Y9A2048,0
946,946,0B8A4780,3
947,947,8B5A6929,13
948,948,8Y9A2074,35
949,949,8Y9A1780,-1
950,950,8B5A6524,8
951,951,0B8A5677,0
952,952,8Y9A1757,0
953,953,0B8A5688,-1
954,954,8Y9A2276,0
955,955,8Y9A1838,9
956,956,8B5A6478,96
957,957,0B8A6544,0
958,958,0B8A5703,-1
959,959,8O4A0036,-1
960,960,8Y9A2316,-1
961,961,8O4A8654,3
962,962,8Y9A2114,2
963,963,8Y9A2672,14
964,964,8B5A6691,-1
965,965,8B5A6685,95
966,966,8O4A8640,3
967,967,8O4A8899,65
968,968,8Y9A2101,0
969,969,0B8A5299,0
970,970,0B8A5272,4
971,971,8O4A8682,3
972,972,0B8A5266,12
973,973,8O4A8866,16
974,974,8O4A8872,-1
975,975,1 (20),52
976,976,8Y9A2465,17
977,977,8Y9A2471,17
978,978,1 (5),6
979,979,8Y9A2317,41
980,980,8Y9A1636,-1
981,981,0B8A5716,-1
982,982,0B8A6579,-1
983,983,0B8A5064,-1
984,984,8B5A6337,0
985,985,0B8A6545,-1
986,986,8B5A6294,0
987,987,8Y9A2505,24
988,988,1 (36),8
989,989,8Y9A2263,0
990,990,0B8A5689,0
991,991,0B8A5676,0
992,992,8Y9A1971,0
993,993,8Y9A2288,0
994,994,8Y9A1959,0
995,995,0B8A6431,0
996,996,0B8A5138,0
997,997,1 (61),-1
998,998,0B8A4971,-1
999,999,0B8A4959,-1
1000,1000,8O4A8912,4
1001,1001,0B8A4742,97
1002,1002,0B8A4998,0
1003,1003,8O4A8910,-1
1004,1004,0B8A5338,1
1005,1005,8B5A6719,0
1006,1006,0B8A4754,-1
1007,1007,8O4A8904,65
1008,1008,0B8A5310,1
1009,1009,0B8A4783,0
1010,1010,8B5A6916,0
1011,1011,8Y9A2077,0
1012,1012,1 (16),-1
1013,1013,0B8A6355,88
1014,1014,0B8A6427,-1
1015,1015,0B8A5106,-1
1016,1016,8Y9A1967,0
1017,1017,8Y9A2249,2
1018,1018,8Y9A1740,86
1019,1019,8Y9A1998,2
1020,1020,8Y9A1754,0
1021,1021,1 (41),8
1022,1022,8B5A6296,0
1023,1023,8Y9A2275,0
1024,1024,8B5A6282,-1
1025,1025,0B8A6547,-1
1026,1026,0B8A5728,7
1027,1027,0B8A5072,0
1028,1028,8O4A0021,94
